claim_file,display_order,measure,measure_id_w_display_order,measure_name,Measure_Type,claim_category,Active_Ind,decimal_places,Display_Type,measure_id,measure_cat,measure_major,measure_minor,z_display_order,display_suffix,z_display_order_suffix,decimal_places_int
RX,8,ALL5.8,ALL-5-008-8,% of duplicate claim lines,Duplicate percentage,All Paid Claims,Y,3,Default,ALL5_8,ALL,5,8,008,,008,3
IP,1,ALL6.1,ALL-6-001-1,% of claim headers that are crossover claims,Claims Percentage,"Medicaid FFS and Encounter: Original, Paid Claims",Y,2,Default,ALL6_1,ALL,6,1,001,,001,2
LT,1,ALL7.1,ALL-7-001-1,% of claim headers that are crossover claims,Claims Percentage,"Medicaid FFS and Encounter: Original, Paid Claims",Y,3,Default,ALL7_1,ALL,7,1,001,,001,3
OT,1,ALL8.1,ALL-8-001-1,% of claim lines that are crossover claims,Claims Percentage,"Medicaid FFS and Encounter: Original, Paid Claims",Y,2,Default,ALL8_1,ALL,8,1,001,,001,2
IP,1,ALL9.1,ALL-9-001-1,% of claim headers that are crossover claims,Claims Percentage,"S-CHIP FFS and Encounter: Original, Paid Claims",Y,2,Default,ALL9_1,ALL,9,1,001,,001,2
EL,1,EL10.1,EL-10-001-1,Index of dissimilarity - plan type,Frequency,N/A,Y,2,Default,EL10_1,EL,10,1,001,,001,2
EL,2,EL10.4,EL-10-002-4,Average # of managed care plans per enrollee,Average,N/A,Y,2,Default,EL10_4,EL,10,4,002,,002,2
EL,3,EL10.2,EL-10-003-2,# of managed care plan enrollees,Count ,N/A,Y,0,Default,EL10_2,EL,10,2,003,,003,0
EL,4,EL10.5,EL-10-004-5,% of MSIS IDs with restricted benefit (RESTRICTED-BENEFITS-CODE = 02 through 06) enrolled in comprehensive managed care (MANAGED-CARE-PLAN-TYPE = 01),Non-Claims Percentage,N/A,Y,2,Default,EL10_5,EL,10,5,004,,004,2
EL,5,EL10.6,EL-10-005-6,% of MSIS IDs in CHIP enrolled in comprehensive managed care (MANAGED-CARE-PLAN-TYPE = 01),Non-Claims Percentage,N/A,Y,2,Default,EL10_6,EL,10,6,005,,005,2
EL,6,EL10.3,EL-10-006-3,% of MSIS IDs with more than one valid Managed Care Plan Type,Non-Claims Percentage,N/A,Y,2,Default,EL10_3,EL,10,3,006,,006,2
EL,7,EL10.7,EL-10-007-7,% MSIS IDs with a valid plan type that are missing plan ID,Non-Claims Percentage,N/A,Y,2,Default,EL10_7,EL,10,7,007,,007,2
EL,8,EL10.8,EL-10-008-8,% of MSIS IDs with a non-missing plan ID that are missing plan type,Non-Claims Percentage,N/A,Y,2,Default,EL10_8,EL,10,8,008,,008,2
EL,1,EL1.1,EL-1-001-1,% of MSIS IDs with SSN and MSIS ID,Non-Claims Percentage,N/A,Y,2,Default,EL1_1,EL,1,1,001,,001,2
EL,2,EL1.2,EL-1-002-2,% of MSIS IDs with a verified SSN,Non-Claims Percentage,N/A,Y,2,Default,EL1_2,EL,1,2,002,,002,2
EL,4,EL1.3,EL-1-004-3,# of SSNs with duplicate MSIS IDs,Count,N/A,Y,0,Default,EL1_3,EL,1,3,004,,004,0
EL,5_1,EL1.20,EL-1-005_1-20,% of SSNs with more than one MSIS ID,Non-claims percentage,N/A,Y,3,Default,EL1_20,EL,1,20,005,1,005_1,3
EL,5,EL1.16,EL-1-005-16,% of MSIS IDs with MSIS Case Number,Non-Claims Percentage,N/A,Y,2,Default,EL1_16,EL,1,16,005,,005,2
EL,6,EL1.4,EL-1-006-4,Index of dissimilarity - county,Frequency,N/A,Y,2,Default,EL1_4,EL,1,4,006,,006,2
EL,7,EL1.5,EL-1-007-5,Index of dissimilarity - ZIP code,Frequency,N/A,Y,2,Default,EL1_5,EL,1,5,007,,007,2
EL,8,EL1.7,EL-1-008-7,Index of dissimilarity - race,Frequency,N/A,Y,2,Default,EL1_7,EL,1,7,008,,008,2
EL,9,EL1.8,EL-1-009-8,Index of dissimilarity - ethnicity,Frequency,N/A,Y,2,Default,EL1_8,EL,1,8,009,,009,2
EL,10,EL1.9,EL-1-010-9,"% of MSIS IDs with unspecified, unknown, missing or invalid Ethnicity Code",Non-Claims Percentage,N/A,Y,2,Default,EL1_9,EL,1,9,010,,010,2
EL,11,EL1.29,EL-1-011_1-29,"% of MSIS IDs with more than one valid, specified race value",Non-claims percentage,N/A,Y,3,Default,EL1_29,EL,1,29,011,,011,3
EL,11,EL1.10,EL-1-011-10,"% of MSIS IDs with unspecified, unknown, missing or invalid Race",Non-Claims Percentage,N/A,Y,2,Default,EL1_10,EL,1,10,011,,011,2
EL,12_1,EL1.27,EL-1-012_1-27,% of MSIS IDs with AMERICAN-INDIAN-ALASKAN-NATIVE-INDICATOR = 1 but do not have RACE = 003 (American Indian or Alaskan Native),Non-Claims Percentage,N/A,Y,0,Default,EL1_27,EL,1,27,012,1,012_1,0
EL,13,EL1.12,EL-1-013-12,# of US citizens,Count,N/A,Y,0,Default,EL1_12,EL,1,12,013,,013,0
EL,15_1,EL1.25,EL-1-015_1-25,% of MSIS IDs with an IMMIGRATION-STATUS = 8 (U.S. Citizen) but CITIZENSHIP-IND does not equal 1,Non-Claims Percentage,N/A,Y,2,Default,EL1_25,EL,1,25,015,1,015_1,2
EL,15_2,EL1.26,EL-1-015_2-26,% of MSIS IDs with CITIZENSHIP-IND = 1 but IMMIGRATION-STATUS does not equal 8 (U.S. Citizen),Non-Claims Percentage,N/A,Y,2,Default,EL1_26,EL,1,26,015,2,015_2,2
EL,15,EL1.14,EL-1-015-14,% of MSIS IDs with a valid immigration status whose enrollment in Medicaid is pending immigration verification,Non-Claims Percentage,N/A,Y,2,Default,EL1_14,EL,1,14,015,,015,2
EL,16,EL1.17,EL-1-016-17,% of MSIS IDs with age 0,Non-Claims Percentage,N/A,Y,4,Default,EL1_17,EL,1,17,016,,016,4
EL,17,EL1.18,EL-1-017-18,% of MSIS IDs with age 0 - 20,Non-Claims Percentage,N/A,Y,2,Default,EL1_18,EL,1,18,017,,017,2
EL,18,EL1.19,EL-1-018-19,% of MSIS IDs with age 65+,Non-Claims Percentage,N/A,Y,4,Default,EL1_19,EL,1,19,018,,018,4
EL,19,EL1.6,EL-1-019-6,% of MSIS IDs who are female,Non-Claims Percentage,N/A,Y,2,Default,EL1_6,EL,1,6,019,,019,2
EL,20,EL1.15,EL-1-020-15,% of MSIS IDs that died in month,Non-Claims Percentage,N/A,Y,2,Default,EL1_15,EL,1,15,020,,020,2
EL,21,EL1.21,EL-1-021-21,% of MSIS IDs with age over 120 or less than -1,Non-Claims Percentage,N/A,Y,3,Default,EL1_21,EL,1,21,021,,021,3
EL,22,EL1.22,EL-1-022-22,% of MSIS IDs without a primary address (ELIGIBLE-ADDR-TYPE not equal 1),Non-Claims Percentage,N/A,Y,2,Default,EL1_22,EL,1,22,022,,022,2
EL,23,EL1.23,EL-1-023-23,"% of MSIS IDs in which the primary home address county code, zip code, or state is not in-state",Non-Claims Percentage,N/A,Y,2,Default,EL1_23,EL,1,23,023,,023,2
EL,24,EL1.30,EL-1-024-30,"% of MSIS IDs in which a non-primary home address county code, zip code, or state is not in-state and not missing",Non-Claims Percentage,N/A,Y,2,Default,EL1_30,EL,1,30,024,,024,2
EL,1,EL11.1,EL-11-001-1,"% of full duals (DUAL-ELIGIBLE-CODE = 02, 04, and 08) receiving private health insurance (TPL-HEALTH-INSURANCE = 1)",Non-Claims Percentage,N/A,Y,2,Default,EL11_1,EL,11,1,001,,001,2
EL,1,EL12.1,EL-12-001-1,Eligibility Group values,Frequency,N/A,Y,0,Frequency,EL12_1,EL,12,1,001,,001,0
EL,1,EL13.1,EL-13-001-1,% of MC enrollments with a plan ID that does not link to a health plan affiliated with any provider in the provider file,Non-Claims Percentage,N/A,Y,2,Default,EL13_1,EL,13,1,001,,001,2
EL,1,EL15.1,EL-15-001-1,% difference between full-benefit T-MSIS enrollment count (EL-6-023-23) and PI enrollment count (Medicaid + CHIP) ,Non-claims percentage,N/A,Y,2,Default,EL15_1,EL,15,1,001,,001,2
EL,2,EL15.2,EL-15-002-2,% difference between T-MSIS CHIP count (EL-S-003-3) and PI CHIP count (M-CHIP + S-CHIP),Non-claims percentage,N/A,Y,2,Default,EL15_2,EL,15,2,002,,002,2
EL,3,EL15.3,EL-15-003-3,% difference between total T-MSIS duals count and total MMA duals count,Non-claims percentage,N/A,Y,2,Default,EL15_3,EL,15,3,003,,003,2
EL,4,EL15.4,EL-15-004-4,% difference between T-MSIS QMB-only duals count and MMA QMB-only duals count (Dual Code=01),Non-claims percentage,N/A,Y,2,Default,EL15_4,EL,15,4,004,,004,2
EL,5,EL15.5,EL-15-005-5,% difference between T-MSIS QMB-plus duals count and MMA QMB-plus duals count (Dual Code=02),Non-claims percentage,N/A,Y,2,Default,EL15_5,EL,15,5,005,,005,2
EL,6,EL15.6,EL-15-006-6,% difference between T-MSIS SLMB-only duals count and MMA SLMB-only duals count (Dual Code=03),Non-claims percentage,N/A,Y,2,Default,EL15_6,EL,15,6,006,,006,2
EL,7,EL15.7,EL-15-007-7,% difference between T-MSIS SLMB-plus duals count and MMA SLMB-plus duals count (Dual Code=04),Non-claims percentage,N/A,Y,2,Default,EL15_7,EL,15,7,007,,007,2
EL,8,EL15.8,EL-15-008-8,% difference between T-MSIS QDWI duals count and MMA QDWI duals count (Dual Code=05),Non-claims percentage,N/A,Y,2,Default,EL15_8,EL,15,8,008,,008,2
EL,9,EL15.9,EL-15-009-9,% difference between T-MSIS QI duals count and MMA QI duals count (Dual Code=06),Non-claims percentage,N/A,Y,2,Default,EL15_9,EL,15,9,009,,009,2
EL,10,EL15.10,EL-15-010-10,% difference between T-MSIS Other duals count and MMA Other duals count (Dual Code=08),Non-claims percentage,N/A,Y,2,Default,EL15_10,EL,15,10,010,,010,2
EL,11,EL15.11,EL-15-011-11,% difference between T-MSIS Pharm Plus or special duals and MMA Pharm Plus or special duals (Dual Code=09),Non-claims percentage,N/A,Y,2,Default,EL15_11,EL,15,11,011,,011,2
EL,1,EL16.1,EL-16-001-1,% of ELG00002 record segments with a missing MSIS ID,Non-Claims Percentage,N/A,Y,3,Default,EL16_1,EL,16,1,001,,001,3
EL,2,EL16.2,EL-16-002-2,% of ELG00003 record segments with a missing MSIS ID,Non-Claims Percentage,N/A,Y,3,Default,EL16_2,EL,16,2,002,,002,3
EL,3,EL16.3,EL-16-003-3,% of ELG00004 record segments with a missing MSIS ID,Non-Claims Percentage,N/A,Y,3,Default,EL16_3,EL,16,3,003,,003,3
EL,4,EL16.4,EL-16-004-4,% of ELG00005 record segments with a missing MSIS ID,Non-Claims Percentage,N/A,Y,3,Default,EL16_4,EL,16,4,004,,004,3
EL,5,EL16.5,EL-16-005-5,% of ELG00012 record segments with a missing MSIS ID,Non-Claims Percentage,N/A,Y,3,Default,EL16_5,EL,16,5,005,,005,3
EL,6,EL16.6,EL-16-006-6,% of ELG00014 record segments with a missing MSIS ID,Non-Claims Percentage,N/A,Y,3,Default,EL16_6,EL,16,6,006,,006,3
EL,7,EL16.7,EL-16-007-7,% of ELG00015 record segments with a missing MSIS ID,Non-Claims Percentage,N/A,Y,3,Default,EL16_7,EL,16,7,007,,007,3
EL,8,EL16.8,EL-16-008-8,% of ELG00016 record segments with a missing MSIS ID,Non-Claims Percentage,N/A,Y,3,Default,EL16_8,EL,16,8,008,,008,3
EL,9,EL16.9,EL-16-009-9,% of ELG00021 record segments with a missing MSIS ID,Non-Claims Percentage,N/A,Y,3,Default,EL16_9,EL,16,9,009,,009,3
EL,1,EL17.1,EL-17-001-1,% of MSIS IDs reported on ENROLLMENT-TIME-SPAN-SEGMENT-ELG00021 that are not found on PRIMARY-DEMOGRAPHICS-ELIGIBILITY-ELG00002 for the same month,Non-Claims Percentage,N/A,Y,3,Default,EL17_1,EL,17,1,001,,001,3
EL,2,EL17.2,EL-17-002-2,% of MSIS IDs reported on ENROLLMENT-TIME-SPAN-SEGMENT-ELG00021 that are not found on VARIABLE-DEMOGRAPHICS-ELIGIBILITY-ELG00003 for the same month,Non-Claims Percentage,N/A,Y,3,Default,EL17_2,EL,17,2,002,,002,3
EL,3,EL17.3,EL-17-003-3,% of MSIS IDs reported on ENROLLMENT-TIME-SPAN-SEGMENT-ELG00021 that are not found on ELIGIBLITY-DETERMINANTS-ELG00005 for the same month,Non-Claims Percentage,N/A,Y,3,Default,EL17_3,EL,17,3,003,,003,3
EL,1,EL18.1,EL-18-001-1,Race values,Frequency,N/A,Y,0,Frequency,EL18_1,EL,18,1,001,,001,0
EL,1,EL19.1,EL-19-001-1,"% of MSIS IDs enrolled any day in the previous month but not any day in the current month, with missing, invalid, unknown, or other ELIGIBILITY-CHANGE-REASON",Non-claims percentage,N/A,Y,3,Default,EL19_1,EL,19,1,001,,001,3
EL,1,EL2.1,EL-2-001-1,Immigration Status values,Frequency,N/A,Y,0,Frequency,EL2_1,EL,2,1,001,,001,0
EL,0,EL3.12,EL-3-000-12,% of MSIS IDs without a valid Eligibility Group,Non-claims percentage,N/A,Y,2,Default,EL3_12,EL,3,12,000,,000,2
EL,1_1,EL3.13,EL-3-001_1-13,# of distinct mandatory eligibility group values,Count,N/A,Y,0,Default,EL3_13,EL,3,13,001,1,001_1,0
EL,1_2,EL3.14,EL-3-001_2-14,% of MSIS IDs with more than one primary segment (PRIMARY-ELIGIBILITY-GROUP-IND = 1),Duplicate percentage,N/A,Y,3,Default,EL3_14,EL,3,14,001,2,001_2,3
EL,1,EL3.1,EL-3-001-1,# of MSIS IDs with a valid Eligibility Group,Count,N/A,Y,0,Default,EL3_1,EL,3,1,001,,001,0
EL,2_2,EL3.31,EL-3-002_2-31,% of MSIS IDs with CHIP-CODE = 1 (Medicaid) that have ENROLLMENT-TYPE = 2 (Separate Title XXI CHIP),Non-Claims Percentage,N/A,Y,2,Default,EL3_31,EL,3,31,002,2,002_2,2
EL,2_3,EL3.16,EL-3-002_3-16,% of MSIS IDs with CHIP-CODE = 2 (M-CHIP) that have ENROLLMENT-TYPE = 2 (Separate Title XXI CHIP),Non-claims percentage,N/A,Y,2,Default,EL3_16,EL,3,16,002,3,002_3,2
EL,2_4,EL3.32,EL-3-002_4-32,% of MSIS IDs with CHIP-CODE = 3 (S-CHIP) that have ENROLLMENT-TYPE = 1 (Medicaid or M-CHIP),Non-Claims Percentage,N/A,Y,2,Default,EL3_32,EL,3,32,002,4,002_4,2
EL,2,EL3.7,EL-3-002-7,"% of MSIS IDs in ELIGIBILITY-GROUP = 23 through 26 (QMB, QDWI, SLMB or QI) with valid DUAL-ELIGIBLE-CODE 01 through 10",Non-Claims Percentage,N/A,Y,2,Default,EL3_7,EL,3,7,002,,002,2
EL,3_1,EL3.15,EL-3-003_1-15,% of MSIS IDs that are duals,Non-claims percentage,N/A,Y,2,Default,EL3_15,EL,3,15,003,1,003_1,2
EL,3,EL3.11,EL-3-003-11,% of MSIS IDs with age 65+ that are duals,Non-Claims Percentage,N/A,Y,2,Default,EL3_11,EL,3,11,003,,003,2
EL,4,EL3.2,EL-3-004-2,% of MSIS IDs with age 65+ that are enrolled in comprehensive managed care (MANAGED-CARE-PLAN-TYPE = 01),Non-Claims Percentage,N/A,Y,2,Default,EL3_2,EL,3,2,004,,004,2
EL,5,EL3.6,EL-3-005-6,Ticket to Work (TTW): % of ELIGIBILITY-GROUP = 48 or 49  (TTW Basic or TTW Medical Improvements) with Age 16-64,Non-Claims Percentage,N/A,Y,2,Default,EL3_6,EL,3,6,005,,005,2
EL,6,EL3.3,EL-3-006-3,# of MSIS IDs with a valid Disability Type Code,Count,N/A,Y,0,Default,EL3_3,EL,3,3,006,,006,0
EL,7,EL3.4,EL-3-007-4,"Pregnant Women (PW): % of MSIS IDs in ELIGIBILITY-GROUP = 05, 53, 67 or 68 (PW groups) with Age 13-64",Non-Claims Percentage,N/A,Y,2,Default,EL3_4,EL,3,4,007,,007,2
EL,8,EL3.8,EL-3-008-8,"% of foster care children (ELIGIBILITY-GROUP = 08, 09 or 30)",Non-Claims Percentage,N/A,Y,2,Default,EL3_8,EL,3,8,008,,008,2
EL,9,EL3.5,EL-3-009-5,"Foster Care: % of MSIS IDs in ELIGIBILITY-GROUP = 08, 09 or 30 (Foster Care Children groups) with Age <26",Non-Claims Percentage,N/A,Y,2,Default,EL3_5,EL,3,5,009,,009,2
EL,10,EL3.9,EL-3-010-9,% of MSIS IDs in ELIGIBILITY-GROUP = 34 (BCCP) that are aged 16-65,Non-Claims Percentage,N/A,Y,2,Default,EL3_9,EL,3,9,010,,010,2
EL,11,EL3.10,EL-3-011-10,% of MSIS IDs in ELIGIBILITY-GROUP = 34 (BCCP) that are female,Non-Claims Percentage,N/A,Y,2,Default,EL3_10,EL,3,10,011,,011,2
EL,13,EL3.18,EL-3-013-18,% of Medicaid MSIS IDs with a CHIP Eligibility Group,Non-Claims Percentage,N/A,Y,2,Default,EL3_18,EL,3,18,013,,013,2
EL,14,EL3.19,EL-3-014-19,% of MSIS IDs with ELIGIBILITY-GROUP = 72 (adult group - newly eligible for all states) if the state reported MBES enrollment for this group,Non-claims percentage,N/A,Y,2,Default,EL3_19,EL,3,19,014,,014,2
EL,17,EL3.22,EL-3-017-22,% of MSIS IDs with ELIGIBILITY-GROUP = 72 (adult group - newly eligible for all states) if the state did not report MBES enrollment for this group,Non-claims percentage,N/A,Y,2,Default,EL3_22,EL,3,22,017,,017,2
EL,20,EL3.25,EL-3-020-25,% of MSIS IDs in M-CHIP reported without an M-CHIP Eligibility Group,Non-Claims Percentage,N/A,Y,2,Default,EL3_25,EL,3,25,020,,020,2
EL,21,EL3.26,EL-3-021-26,% of MSIS IDs in  S-CHIP reported without an S-CHIP Eligibility Group,Non-Claims Percentage,N/A,Y,2,Default,EL3_26,EL,3,26,021,,021,2
EL,27,EL3.27,EL-3-022-27,"# of distinct mandatory eligibility group values populated for children, pregnant women, caretakers, and foster children (ELIGIBILITY-GROUP = 01, 05, 06, 07, 08 or 09)",Count,N/A,Y,0,Default,EL3_27,EL,3,27,027,,027,0
EL,28,EL3.28,EL-3-023-28,# of distinct mandatory eligibility group values populated for transitional medical assistance (ELIGIBILITY-GROUP = 02 or 03),Count,N/A,Y,0,Default,EL3_28,EL,3,28,028,,028,0
EL,29,EL3.29,EL-3-024-29,"# of distinct mandatory eligibility group values populated for duals (ELIGIBILITY-GROUP = 23, 24, 25, 26)",Count,N/A,Y,0,Default,EL3_29,EL,3,29,029,,029,0
EL,30,EL3.30,EL-3-025-30,# of distinct mandatory eligibility group values for SSI or ABD individuals (ELIGIBILITY-GROUP = 11 or 12),Count,N/A,Y,0,Default,EL3_30,EL,3,30,030,,030,0
EL,1,EL4.1,EL-4-001-1,Enrollment Type values where CHIP-CODE = 2 (M-CHIP),Frequency,N/A,Y,0,Frequency,EL4_1,EL,4,1,001,,001,0
EL,1,EL5.3,EL-5-001-3,"Index of dissimilarity - CHIP by age group for M-CHIP and S-CHIP (CHIP-CODE = 2, 3)",Frequency,N/A,Y,2,Default,EL5_3,EL,5,3,001,,001,2
EL,2,EL5.1,EL-5-002-1,# of MSIS IDs in M-CHIP (CHIP-CODE = 2) ,Count,N/A,Y,0,Default,EL5_1,EL,5,1,002,,002,0
EL,3,EL5.2,EL-5-003-2,# of MSIS IDs in S-CHIP (CHIP-CODE = 3) ,Count,N/A,Y,0,Default,EL5_2,EL,5,2,003,,003,0
EL,5,EL6.5,EL-6-005-5,# of health home participants,Count,N/A,Y,0,Default,EL6_5,EL,6,5,005,,005,0
EL,6,EL6.6,EL-6-006-6,# of MSIS IDs with a valid Health Home Chronic Condition,Count,N/A,Y,0,Default,EL6_6,EL,6,6,006,,006,0
EL,7,EL6.7,EL-6-007-7,# of MSIS IDs with a valid HCBS Chronic Condition Non Health Home Code,Count,N/A,Y,0,Default,EL6_7,EL,6,7,007,,007,0
EL,8,EL6.8,EL-6-008-8,# of MSIS IDs with an active provider lock-in period,Count,N/A,Y,0,Default,EL6_8,EL,6,8,008,,008,0
EL,9,EL6.9,EL-6-009-9,# of LTSS eligibles,Count,N/A,Y,0,Default,EL6_9,EL,6,9,009,,009,0
EL,10,EL6.10,EL-6-010-10,# of MFP participants,Count,N/A,Y,0,Default,EL6_10,EL,6,10,010,,010,0
EL,12,EL6.12,EL-6-012-12,# of QMB only duals (DUAL-ELIGIBLE-CODE = 01),Count,N/A,Y,0,Default,EL6_12,EL,6,12,012,,012,0
EL,13,EL6.13,EL-6-013-13,# of QMB plus duals (DUAL-ELIGIBLE-CODE = 02),Count,N/A,Y,0,Default,EL6_13,EL,6,13,013,,013,0
EL,14,EL6.14,EL-6-014-14,# of SLMB only duals (DUAL-ELIGIBLE-CODE = 03),Count,N/A,Y,0,Default,EL6_14,EL,6,14,014,,014,0
EL,15,EL6.15,EL-6-015-15,# of SLMB plus duals (DUAL-ELIGIBLE-CODE = 04),Count,N/A,Y,0,Default,EL6_15,EL,6,15,015,,015,0
EL,16,EL6.16,EL-6-016-16,# of QDWI duals (DUAL-ELIGIBLE-CODE = 05),Count,N/A,Y,0,Default,EL6_16,EL,6,16,016,,016,0
EL,17,EL6.17,EL-6-017-17,# of QI-1 duals (DUAL-ELIGIBLE-CODE = 06),Count,N/A,Y,0,Default,EL6_17,EL,6,17,017,,017,0
EL,18,EL6.18,EL-6-018-18,# of Other duals (DUAL-ELIGIBLE-CODE = 08),Count,N/A,Y,0,Default,EL6_18,EL,6,18,018,,018,0
EL,19,EL6.19,EL-6-019-19,# of Pharm Plus or special duals (DUAL-ELIGIBLE-CODE = 09),Count,N/A,Y,0,Default,EL6_19,EL,6,19,019,,019,0
EL,20,EL6.20,EL-6-020-20,# of MSIS IDs in S-CHIP entitled to Medicare (DUAL-ELIGIBLE-CODE = 10),Count,N/A,Y,0,Default,EL6_20,EL,6,20,020,,020,0
EL,21,EL6.21,EL-6-021-21,# of 1115A demonstration participants,Count,N/A,Y,0,Default,EL6_21,EL,6,21,021,,021,0
EL,22,EL6.22,EL-6-022-22,Family Planning (FP): % MSIS IDs with FP-waivers (WAIVER TYPE = 24) that have RESTRICTED-BENEFIT-CODE = 6 (FP),Non-Claims Percentage,N/A,Y,2,Default,EL6_22,EL,6,22,022,,022,2
EL,23,EL6.23,EL-6-023-23,# of full-benefit enrollees,Count,N/A,Y,0,Default,EL6_23,EL,6,23,023,,023,0
EL,24,EL6.24,EL-6-024-24,Restricted Benefit Code values,Frequency,N/A,Y,0,Frequency,EL6_24,EL,6,24,024,,024,0
EL,25,EL6.25,EL-6-025-25,% family planning (RESTRICTED-BENEFITS-CODE = 6) with non-family planning eligibility group,Non-Claims Percentage,N/A,Y,2,Default,EL6_25,EL,6,25,025,,025,2
EL,26,EL6.26,EL-6-026-26,"% of RBC duals (RESTRICTED-BENEFITS-CODE = 3) without a partial dual code (DUAL-ELIGIBLE-CODE not 01, 03, 05, 06)",Non-Claims Percentage,N/A,Y,2,Default,EL6_26,EL,6,26,026,,026,2
EL,27,EL6.27,EL-6-027-27,"% of partial duals (DUAL-ELIGIBLE-CODE = 01, 03, 05, 06) without an RBC of dual (RESTRICTED-BENEFITS-CODE not 3)",Non-Claims Percentage,N/A,Y,2,Default,EL6_27,EL,6,27,027,,027,2
EL,28,EL6.28,EL-6-028-28,% of record segments with an invalid waiver ID format for 1115 waivers (WAIVER-TYPE = 01 or 21 - 30),Non-Claims Percentage,N/A,Y,2,Default,EL6_28,EL,6,28,028,,028,2
EL,29,EL6.29,EL-6-029-29,"% of record segments with an invalid waiver ID format for 1915(b) and 1915(c) waivers (WAIVER-TYPE = 02 - 20, 32, or 33)",Non-Claims Percentage,N/A,Y,2,Default,EL6_29,EL,6,29,029,,029,2
EL,30,EL6.30,EL-6-030-30,% of MSIS IDs with S-CHIP dental coverage (RESTRICTED-BENEFITS-CODE = C) that are not S-CHIP (CHIP-CODE not 3),Non-Claims Percentage,N/A,Y,0,Default,EL6_30,EL,6,30,030,,030,0
EL,31,EL6.31,EL-6-031-31,% of MFP participants that do not have restricted benefits code designating MFP participation (RESTRICTED-BENEFITS-CODE not D),Non-Claims Percentage,N/A,Y,2,Default,EL6_31,EL,6,31,031,,031,2
EL,33,EL6.33,EL-6-033-33,"% of MSIS IDs with an alien restricted benefits code status (RESTRICTED-BENEFITS-CODE = 2) but a non-qualified alien immigration status (IMMIGRATION-STATUS not 1, 2, or 3)",Non-Claims Percentage,N/A,Y,0,Default,EL6_33,EL,6,33,033,,033,0
EL,34,EL6.34,EL-6-034-34,% of MSIS IDs with an alien restricted benefits code status (RESTRICTED-BENEFITS-CODE = 2) but CITIZENSHIP-IND = 1,Non-Claims Percentage,N/A,Y,0,Default,EL6_34,EL,6,34,034,,034,0
