Sort Order,File Type,File Type - Summary,Measure ID,Measure ID Short,Non-claims Table,Claims_cat_type,Measure Name,Data_Element,Data Dictionary,DD Number,Size,Character / Numeric,Active Indicator
502,IP,Claims,MIS-55-002-2,MIS55.2,,AS,% missing: DISCHARGE-DATE (CIP00002),tmsis_clh_rec_ip.dschrg_dt,DISCHARGE-DATE,CIP096,9(8),Numeric,Y
503,IP,Claims,MIS-55-003-3,MIS55.3,,AS,% missing: SERVICE-TRACKING-PAYMENT-AMT (CIP00002),tmsis_clh_rec_ip.srvc_trkng_pymt_amt,SERVICE-TRACKING-PAYMENT-AMT,CIP124,S9(11)V99,Numeric,Y
504,IP,Claims,MIS-55-004-4,MIS55.4,,AS,% missing: SERVICE-TRACKING-TYPE (CIP00002),tmsis_clh_rec_ip.srvc_trkng_type_cd,SERVICE-TRACKING-TYPE,CIP123,X(2),Character,Y
505,LT,Claims,MIS-57-001-1,MIS57.1,,AS,% missing: BEGINNING-DATE-OF-SERVICE (CLT00002),tmsis_clh_rec_lt.srvc_bgnng_dt,BEGINNING-DATE-OF-SERVICE,CLT048,9(8),Numeric,Y
506,LT,Claims,MIS-57-002-2,MIS57.2,,AS,% missing: ENDING-DATE-OF-SERVICE (CLT0000X),tmsis_clh_rec_lt.srvc_endg_dt,ENDING-DATE-OF-SERVICE,CLT049,9(8),Numeric,Y
507,LT,Claims,MIS-57-003-3,MIS57.3,,AS,% missing: SERVICE-TRACKING-PAYMENT-AMT (CLT00002),tmsis_clh_rec_lt.srvc_trkng_pymt_amt,SERVICE-TRACKING-PAYMENT-AMT,CLT074,S9(11)V99,Numeric,Y
508,LT,Claims,MIS-57-004-4,MIS57.4,,AS,% missing: SERVICE-TRACKING-TYPE (CLT00002),tmsis_clh_rec_lt.srvc_trkng_type_cd,SERVICE-TRACKING-TYPE,CLT073,X(2),Character,Y
509,LT,Claims,MIS-58-001-1,MIS58.1,,AS,% missing: BEGINNING-DATE-OF-SERVICE (CLT00003),tmsis_cll_rec_lt.srvc_bgnng_dt,BEGINNING-DATE-OF-SERVICE,CLT048,9(8),Numeric,Y
510,LT,Claims,MIS-58-002-2,MIS58.2,,AS,% missing: ENDING-DATE-OF-SERVICE (CLT0000X),tmsis_cll_rec_lt.srvc_endg_dt,ENDING-DATE-OF-SERVICE,CLT049,9(8),Numeric,Y
511,OT,Claims,MIS-59-001-1,MIS59.1,,AS,% missing: BEGINNING-DATE-OF-SERVICE (COT00002),tmsis_clh_rec_othr_toc.srvc_bgnng_dt,BEGINNING-DATE-OF-SERVICE,COT033,9(8),Numeric,Y
512,OT,Claims,MIS-59-002-2,MIS59.2,,AS,% missing: ENDING-DATE-OF-SERVICE (COT0000X),tmsis_clh_rec_othr_toc.srvc_endg_dt,ENDING-DATE-OF-SERVICE,COT034,9(8),Numeric,Y
513,OT,Claims,MIS-59-003-3,MIS59.3,,AS,% missing: SERVICE-TRACKING-PAYMENT-AMT (COT00002),tmsis_clh_rec_othr_toc.srvc_trkng_pymt_amt,SERVICE-TRACKING-PAYMENT-AMT,COT060,S9(11)V99,Numeric,Y
514,OT,Claims,MIS-59-004-4,MIS59.4,,AS,% missing: SERVICE-TRACKING-TYPE (COT00002),tmsis_clh_rec_othr_toc.srvc_trkng_type_cd,SERVICE-TRACKING-TYPE,COT059,X(2),Character,Y
515,OT,Claims,MIS-60-001-1,MIS60.1,,AS,% missing: BEGINNING-DATE-OF-SERVICE (COT00003),tmsis_cll_rec_othr_toc.srvc_bgnng_dt,BEGINNING-DATE-OF-SERVICE,COT033,9(8),Numeric,Y
516,OT,Claims,MIS-60-002-2,MIS60.2,,AS,% missing: ENDING-DATE-OF-SERVICE (COT0000X),tmsis_cll_rec_othr_toc.srvc_endg_dt,ENDING-DATE-OF-SERVICE,COT034,9(8),Numeric,Y
517,RX,Claims,MIS-61-001-1,MIS61.1,,AS,% missing: SERVICE-TRACKING-PAYMENT-AMT (CRX00002),tmsis_clh_rec_rx.srvc_trkng_pymt_amt,SERVICE-TRACKING-PAYMENT-AMT,CRX051,S9(11)V99,Numeric,Y
518,RX,Claims,MIS-61-002-2,MIS61.2,,AS,% missing: SERVICE-TRACKING-TYPE (CRX00002),tmsis_clh_rec_rx.srvc_trkng_type_cd,SERVICE-TRACKING-TYPE,CRX050,X(2),Character,Y
519,IP,Claims,MIS-21-001-1,MIS21.1,,AH,% missing: ADMISSION-DATE (CIP00002),tmsis_clh_rec_ip.admsn_dt,ADMISSION-DATE,CIP094,9(8),Numeric,Y
520,IP,Claims,MIS-21-002-2,MIS21.2,,AH,% missing: ADMITTING-PROV-NPI-NUM (CIP00002),tmsis_clh_rec_ip.admtg_prvdr_npi_num,ADMITTING-PROV-NPI-NUM,CIP184,X(10),Character,Y
521,IP,Claims,MIS-21-003-3,MIS21.3,,AH,% missing: ADMITTING-PROV-NUM (CIP00002),tmsis_clh_rec_ip.admtg_prvdr_num,ADMITTING-PROV-NUM,CIP185,X(30),Character,Y
522,IP,Claims,MIS-21-004-4,MIS21.4,,AH,% missing: ADMISSION-TYPE (CIP00002),tmsis_clh_rec_ip.admsn_type_cd,ADMISSION-TYPE,CIP028,X(1),Character,Y
523,IP,Claims,MIS-21-005-5,MIS21.5,,AH,% missing: BENEFICIARY-COINSURANCE-AMOUNT (CIP00002),tmsis_clh_rec_ip.bene_coinsrnc_amt,BENEFICIARY-COINSURANCE-AMOUNT,CIP206,S9(11)V99,Numeric,Y
524,IP,Claims,MIS-21-006-6,MIS21.6,,AH,% missing: BENEFICIARY-COPAYMENT-AMOUNT (CIP00002),tmsis_clh_rec_ip.bene_copmt_amt,BENEFICIARY-COPAYMENT-AMOUNT,CIP208,S9(11)V99,Numeric,Y
525,IP,Claims,MIS-21-007-7,MIS21.7,,AH,% missing: BENEFICIARY-DEDUCTIBLE-AMOUNT (CIP00002),tmsis_clh_rec_ip.bene_ddctbl_amt,BENEFICIARY-DEDUCTIBLE-AMOUNT,CIP210,S9(11)V99,Numeric,Y
526,IP,Claims,MIS-21-008-8,MIS21.8,,AH,% missing: BILLING-PROV-NPI-NUM (CIP00002),tmsis_clh_rec_ip.blg_prvdr_npi_num,BILLING-PROV-NPI-NUM,CIP180,X(10),Character,Y
527,IP,Claims,MIS-21-009-9,MIS21.9,,AH,% missing: BILLING-PROV-TAXONOMY (CIP00002),tmsis_clh_rec_ip.blg_prvdr_txnmy_cd,BILLING-PROV-TAXONOMY,CIP181,X(12),Character,Y
528,IP,Claims,MIS-21-010-10,MIS21.10,,AH,% missing: BILLING-PROV-NUM (CIP00002),tmsis_clh_rec_ip.blg_prvdr_num,BILLING-PROV-NUM,CIP179,X(30),Character,Y
529,IP,Claims,MIS-21-011-11,MIS21.11,,AH,% missing: BILLING-PROV-TYPE (CIP00002),tmsis_clh_rec_ip.blg_prvdr_type_cd,BILLING-PROV-TYPE,CIP182,X(2),Character,Y
530,IP,Claims,MIS-21-012-12,MIS21.12,,AH,% missing: CLAIM-LINE-COUNT (CIP00002),tmsis_clh_rec_ip.cll_cnt,CLAIM-LINE-COUNT,CIP137,9(4),Numeric,Y
531,IP,Claims,MIS-21-013-13,MIS21.13,,AH,% missing: CROSSOVER-INDICATOR (CIP00002),tmsis_clh_rec_ip.xovr_ind,CROSSOVER-INDICATOR,CIP023,X(1),Character,Y
532,IP,Claims,MIS-21-014-14,MIS21.14,,AH,% missing: DIAGNOSIS-CODE-1 (CIP00002),tmsis_clh_rec_ip.dgns_1_cd,DIAGNOSIS-CODE-1,CIP032,X(7),Character,Y
533,IP,Claims,MIS-21-015-15,MIS21.15,,AH,% missing: DIAGNOSIS-CODE-10 (CIP00002),tmsis_clh_rec_ip.dgns_10_cd,DIAGNOSIS-CODE-10,CIP059,X(7),Character,Y
534,IP,Claims,MIS-21-016-16,MIS21.16,,AH,% missing: DIAGNOSIS-CODE-11 (CIP00002),tmsis_clh_rec_ip.dgns_11_cd,DIAGNOSIS-CODE-11,CIP062,X(7),Character,Y
535,IP,Claims,MIS-21-017-17,MIS21.17,,AH,% missing: DIAGNOSIS-CODE-12 (CIP00002),tmsis_clh_rec_ip.dgns_12_cd,DIAGNOSIS-CODE-12,CIP065,X(7),Character,Y
536,IP,Claims,MIS-21-018-18,MIS21.18,,AH,% missing: DIAGNOSIS-CODE-2 (CIP00002),tmsis_clh_rec_ip.dgns_2_cd,DIAGNOSIS-CODE-2,CIP035,X(7),Character,Y
537,IP,Claims,MIS-21-019-19,MIS21.19,,AH,% missing: DIAGNOSIS-CODE-3 (CIP00002),tmsis_clh_rec_ip.dgns_3_cd,DIAGNOSIS-CODE-3,CIP038,X(7),Character,Y
538,IP,Claims,MIS-21-020-20,MIS21.20,,AH,% missing: DIAGNOSIS-CODE-4 (CIP00002),tmsis_clh_rec_ip.dgns_4_cd,DIAGNOSIS-CODE-4,CIP041,X(7),Character,Y
539,IP,Claims,MIS-21-021-21,MIS21.21,,AH,% missing: DIAGNOSIS-CODE-5 (CIP00002),tmsis_clh_rec_ip.dgns_5_cd,DIAGNOSIS-CODE-5,CIP044,X(7),Character,Y
540,IP,Claims,MIS-21-022-22,MIS21.22,,AH,% missing: DIAGNOSIS-CODE-6 (CIP00002),tmsis_clh_rec_ip.dgns_6_cd,DIAGNOSIS-CODE-6,CIP047,X(7),Character,Y
541,IP,Claims,MIS-21-023-23,MIS21.23,,AH,% missing: DIAGNOSIS-CODE-7 (CIP00002),tmsis_clh_rec_ip.dgns_7_cd,DIAGNOSIS-CODE-7,CIP050,X(7),Character,Y
542,IP,Claims,MIS-21-024-24,MIS21.24,,AH,% missing: DIAGNOSIS-CODE-8 (CIP00002),tmsis_clh_rec_ip.dgns_8_cd,DIAGNOSIS-CODE-8,CIP053,X(7),Character,Y
543,IP,Claims,MIS-21-025-25,MIS21.25,,AH,% missing: DIAGNOSIS-CODE-9 (CIP00002),tmsis_clh_rec_ip.dgns_9_cd,DIAGNOSIS-CODE-9,CIP056,X(7),Character,Y
544,IP,Claims,MIS-21-026-26,MIS21.26,,AH,% missing: DIAGNOSIS-POA-FLAG-1 (CIP00002),tmsis_clh_rec_ip.dgns_poa_1_cd_ind,DIAGNOSIS-POA-FLAG-1,CIP034,X(1),Character,Y
545,IP,Claims,MIS-21-027-27,MIS21.27,,AH,% missing: DISCHARGE-DATE (CIP00002),tmsis_clh_rec_ip.dschrg_dt,DISCHARGE-DATE,CIP096,9(8),Numeric,Y
546,IP,Claims,MIS-21-028-28,MIS21.28,,AH,% missing: FIXED-PAYMENT-IND (CIP00002),tmsis_clh_rec_ip.fixd_pymt_ind,FIXED-PAYMENT-IND,CIP125,X(1),Character,Y
547,IP,Claims,MIS-21-029-29,MIS21.29,,AH,% missing: HEALTH-CARE-ACQUIRED-CONDITION-IND (CIP00002),tmsis_clh_rec_ip.hlth_care_acqrd_cond_cd,HEALTH-CARE-ACQUIRED-CONDITION-IND,CIP139,X(1),Character,Y
548,IP,Claims,MIS-21-030-30,MIS21.30,,AH,% missing: ICN-ADJ (CIP00002),tmsis_clh_rec_ip.adjstmt_clm_num,ICN-ADJ,CIP020,X(50),Character,Y
549,IP,Claims,MIS-21-031-31,MIS21.31,,AH,% missing: ICN-ORIG (CIP00002),tmsis_clh_rec_ip.orgnl_clm_num,ICN-ORIG,CIP019,X(50),Character,Y
550,IP,Claims,MIS-21-032-32,MIS21.32,,AH,% missing: MEDICAID-AMOUNT-PAID-DSH (CIP00002),tmsis_clh_rec_ip.mdcd_dsh_pd_amt,MEDICAID-AMOUNT-PAID-DSH,CIP220,S9(11)V99,Numeric,Y
551,IP,Claims,MIS-21-033-33,MIS21.33,,AH,% missing: MEDICAID-PAID-DATE (CIP00002),tmsis_clh_rec_ip.mdcd_pd_dt,MEDICAID-PAID-DATE,CIP099,9(8),Numeric,Y
552,IP,Claims,MIS-21-034-34,MIS21.34,,AH,% missing: MEDICAID-COV-INPATIENT-DAYS (CIP00002),tmsis_clh_rec_ip.mdcd_cvrd_ip_days_cnt,MEDICAID-COV-INPATIENT-DAYS,CIP136,S9(7),Numeric,Y
553,IP,Claims,MIS-21-035-35,MIS21.35,,AH,% missing: MEDICARE-PAID-AMT (CIP00002),tmsis_clh_rec_ip.mdcr_pd_amt,MEDICARE-PAID-AMT,CIP228,S9(11)V99,Numeric,Y
554,IP,Claims,MIS-21-036-36,MIS21.36,,AH,% missing: MEDICARE-REIM-TYPE (CIP00002),tmsis_clh_rec_ip.mdcr_reimbrsmt_type_cd,MEDICARE-REIM-TYPE,CIP133,X(2),Character,Y
555,IP,Claims,MIS-21-037-37,MIS21.37,,AH,% missing: MSIS-IDENTIFICATION-NUM (CIP00002),tmsis_clh_rec_ip.msis_ident_num,MSIS-IDENTIFICATION-NUM,CIP022,X(20),Character,Y
556,IP,Claims,MIS-21-038-38,MIS21.38,,AH,% missing: NON-COV-CHARGES (CIP00002),tmsis_clh_rec_ip.ncvrd_chrgs_amt,NON-COV-CHARGES,CIP135,S9(11)V99,Numeric,Y
557,IP,Claims,MIS-21-039-39,MIS21.39,,AH,% missing: OTHER-INSURANCE-IND (CIP00002),tmsis_clh_rec_ip.othr_insrnc_ind,OTHER-INSURANCE-IND,CIP121,X(1),Character,Y
558,IP,Claims,MIS-21-040-40,MIS21.40,,AH,% missing: OTHER-TPL-COLLECTION (CIP00002),tmsis_clh_rec_ip.othr_tpl_clctn_cd,OTHER-TPL-COLLECTION,CIP122,X(3),Character,Y
559,IP,Claims,MIS-21-041-41,MIS21.41,,AH,% missing: PAYMENT-LEVEL-IND (CIP00002),tmsis_clh_rec_ip.pymt_lvl_ind,PAYMENT-LEVEL-IND,CIP132,X(1),Character,Y
560,IP,Claims,MIS-21-042-42,MIS21.42,,AH,% missing: PATIENT-STATUS (CIP00002),tmsis_clh_rec_ip.ptnt_stus_cd,PATIENT-STATUS,CIP199,X(2),Character,Y
561,IP,Claims,MIS-21-043-43,MIS21.43,,AH,% missing: PLAN-ID-NUMBER (CIP00002),tmsis_clh_rec_ip.plan_id_num,PLAN-ID-NUMBER,CIP130,X(12),Character,Y
562,IP,Claims,MIS-21-044-44,MIS21.44,,AH,% missing: PROCEDURE-CODE-1 (CIP00002),tmsis_clh_rec_ip.prcdr_1_cd,PROCEDURE-CODE-1,CIP070,X(8),Character,Y
563,IP,Claims,MIS-21-045-45,MIS21.45,,AH,% missing: PROCEDURE-CODE-2 (CIP00002),tmsis_clh_rec_ip.prcdr_2_cd,PROCEDURE-CODE-2,CIP074,X(8),Character,Y
564,IP,Claims,MIS-21-046-46,MIS21.46,,AH,% missing: PROCEDURE-CODE-DATE-1 (CIP00002),tmsis_clh_rec_ip.prcdr_1_cd_dt,PROCEDURE-CODE-DATE-1,CIP073,9(8),Numeric,Y
565,IP,Claims,MIS-21-047-47,MIS21.47,,AH,% missing: PROCEDURE-CODE-DATE-2 (CIP00002),tmsis_clh_rec_ip.prcdr_2_cd_dt,PROCEDURE-CODE-DATE-2,CIP077,9(8),Numeric,Y
566,IP,Claims,MIS-21-048-48,MIS21.48,,AH,% missing: PROCEDURE-CODE-FLAG-1 (CIP00002),tmsis_clh_rec_ip.prcdr_1_cd_ind,PROCEDURE-CODE-FLAG-1,CIP072,X(2),Character,Y
567,IP,Claims,MIS-21-049-49,MIS21.49,,AH,% missing: PROCEDURE-CODE-FLAG-2 (CIP00002),tmsis_clh_rec_ip.prcdr_2_cd_ind,PROCEDURE-CODE-FLAG-2,CIP076,X(2),Character,Y
568,IP,Claims,MIS-21-050-50,MIS21.50,,AH,% missing: REFERRING-PROV-NPI-NUM (CIP00002),tmsis_clh_rec_ip.rfrg_prvdr_npi_num,REFERRING-PROV-NPI-NUM,CIP190,X(10),Character,Y
569,IP,Claims,MIS-21-051-51,MIS21.51,,AH,% missing: REFERRING-PROV-NUM (CIP00002),tmsis_clh_rec_ip.rfrg_prvdr_num,REFERRING-PROV-NUM,CIP189,X(30),Character,Y
570,IP,Claims,MIS-21-052-52,MIS21.52,,AH,% missing: PROGRAM-TYPE (CIP00002),tmsis_clh_rec_ip.pgm_type_cd,PROGRAM-TYPE,CIP129,X(2),Character,Y
571,IP,Claims,MIS-21-053-53,MIS21.53,,AH,% missing: TOT-ALLOWED-AMT (CIP00002),tmsis_clh_rec_ip.tot_alowd_amt,TOT-ALLOWED-AMT,CIP113,S9(11)V99,Numeric,Y
572,IP,Claims,MIS-21-054-54,MIS21.54,,AH,% missing: TOT-BILLED-AMT (CIP00002),tmsis_clh_rec_ip.tot_bill_amt,TOT-BILLED-AMT,CIP112,S9(11)V99,Numeric,Y
573,IP,Claims,MIS-21-055-55,MIS21.55,,AH,% missing: TOT-COPAY-AMT (CIP00002),tmsis_clh_rec_ip.tot_copay_amt,TOT-COPAY-AMT,CIP115,S9(11)V99,Numeric,Y
574,IP,Claims,MIS-21-056-56,MIS21.56,,AH,% missing: TOT-MEDICAID-PAID-AMT (CIP00002),tmsis_clh_rec_ip.tot_mdcd_pd_amt,TOT-MEDICAID-PAID-AMT,CIP114,S9(11)V99,Numeric,Y
575,IP,Claims,MIS-21-057-57,MIS21.57,,AH,% missing: TOT-OTHER-INSURANCE-AMT (CIP00002),tmsis_clh_rec_ip.tot_othr_insrnc_amt,TOT-OTHER-INSURANCE-AMT,CIP119,S9(11)V99,Numeric,Y
576,IP,Claims,MIS-21-058-58,MIS21.58,,AH,% missing: TOT-TPL-AMT (CIP00002),tmsis_clh_rec_ip.tot_tpl_amt,TOT-TPL-AMT,CIP118,S9(11)V99,Numeric,Y
577,IP,Claims,MIS-21-059-59,MIS21.59,,AH,% missing: TYPE-OF-BILL (CIP00002),tmsis_clh_rec_ip.bill_type_cd,TYPE-OF-BILL,CIP101,X(4),Character,Y
578,IP,Claims,MIS-21-060-60,MIS21.60,,AH,% missing: TYPE-OF-HOSPITAL (CIP00002),tmsis_clh_rec_ip.hosp_type_cd,TYPE-OF-HOSPITAL,CIP024,X(2),Character,Y
579,IP,Claims,MIS-22-002-2,MIS22.2,,AH,% missing: ALLOWED-AMT (CIP00003),tmsis_cll_rec_ip.alowd_amt,ALLOWED-AMT,CIP252,S9(11)V99,Numeric,Y
580,IP,Claims,MIS-22-003-3,MIS22.3,,AH,% missing: BEGINNING-DATE-OF-SERVICE (CIP00003),tmsis_cll_rec_ip.srvc_bgnng_dt,BEGINNING-DATE-OF-SERVICE,CIP243,9(8),Numeric,Y
581,IP,Claims,MIS-22-004-4,MIS22.4,,AH,% missing: ENDING-DATE-OF-SERVICE (CIP00003),tmsis_cll_rec_ip.srvc_endg_dt,ENDING-DATE-OF-SERVICE,CIP244,9(8),Numeric,Y
582,IP,Claims,MIS-22-005-5,MIS22.5,,AH,% missing: ICN-ADJ (CIP00003),tmsis_cll_rec_ip.adjstmt_clm_num,ICN-ADJ,CIP236,X(50),Character,Y
583,IP,Claims,MIS-22-006-6,MIS22.6,,AH,% missing: ICN-ORIG (CIP00003),tmsis_cll_rec_ip.orgnl_clm_num,ICN-ORIG,CIP235,X(50),Character,Y
584,IP,Claims,MIS-22-007-7,MIS22.7,,AH,% missing: LINE-NUM-ADJ (CIP00003),tmsis_cll_rec_ip.adjstmt_line_num,LINE-NUM-ADJ,CIP238,X(3),Character,Y
585,IP,Claims,MIS-22-008-8,MIS22.8,,AH,% missing: LINE-NUM-ORIG (CIP00003),tmsis_cll_rec_ip.orgnl_line_num,LINE-NUM-ORIG,CIP237,X(3),Character,Y
586,IP,Claims,MIS-22-009-9,MIS22.9,,AH,% missing: OPERATING-PROV-NPI-NUM (CIP00003),tmsis_cll_rec_ip.oprtg_prvdr_npi_num,OPERATING-PROV-NPI-NUM,CIP265,X(10),Character,Y
587,IP,Claims,MIS-22-010-10,MIS22.10,,AH,% missing: MEDICAID-PAID-AMT (CIP00003),tmsis_cll_rec_ip.mdcd_pd_amt,MEDICAID-PAID-AMT,CIP254,S9(11)V99,Numeric,Y
588,IP,Claims,MIS-22-011-11,MIS22.11,,AH,% missing: PROV-FACILITY-TYPE (CIP00003),tmsis_cll_rec_ip.prvdr_fac_type_cd,PROV-FACILITY-TYPE,CIP267,X(9),Character,Y
589,IP,Claims,MIS-22-012-12,MIS22.12,,AH,% missing: REVENUE-CHARGE (CIP00003),tmsis_cll_rec_ip.rev_chrg_amt,REVENUE-CHARGE,CIP251,S9(11)V99,Numeric,Y
590,IP,Claims,MIS-22-013-13,MIS22.13,,AH,% missing: REVENUE-CODE (CIP00003),tmsis_cll_rec_ip.rev_cd,REVENUE-CODE,CIP245,X(4),Character,Y
591,IP,Claims,MIS-22-014-14,MIS22.14,,AH,% missing: SERVICING-PROV-NPI-NUM (CIP00003),tmsis_cll_rec_ip.prscrbng_prvdr_npi_num,SERVICING-PROV-NPI-NUM,CIP261,X(10),Character,Y
592,IP,Claims,MIS-22-015-15,MIS22.15,,AH,% missing: SERVICING-PROV-NUM (CIP00003),tmsis_cll_rec_ip.srvcng_prvdr_num,SERVICING-PROV-NUM,CIP260,X(30),Character,Y
593,IP,Claims,MIS-22-016-16,MIS22.16,,AH,% missing: SERVICING-PROV-SPECIALTY (CIP00003),tmsis_cll_rec_ip.srvcng_prvdr_spclty_cd,SERVICING-PROV-SPECIALTY,CIP264,X(2),Character,Y
594,IP,Claims,MIS-22-017-17,MIS22.17,,AH,% missing: SERVICING-PROV-TYPE (CIP00003),tmsis_cll_rec_ip.srvcng_prvdr_type_cd,SERVICING-PROV-TYPE,CIP263,X(2),Character,Y
595,IP,Claims,MIS-22-018-18,MIS22.18,,AH,% missing: TYPE-OF-SERVICE (CIP00003),tmsis_cll_rec_ip.stc_cd,TYPE-OF-SERVICE,CIP257,X(3),Character,Y
596,LT,Claims,MIS-23-001-1,MIS23.1,,AH,% missing: ADMITTING-PROV-NUM (CLT00002),tmsis_clh_rec_lt.admtg_prvdr_num,ADMITTING-PROV-NUM,CLT175,X(30),Character,Y
597,LT,Claims,MIS-23-002-2,MIS23.2,,AH,% missing: ADMITTING-PROV-NPI-NUM (CLT00002),tmsis_clh_rec_lt.admtg_prvdr_npi_num,ADMITTING-PROV-NPI-NUM,CLT174,X(10),Character,Y
598,LT,Claims,MIS-23-003-3,MIS23.3,,AH,% missing: BEGINNING-DATE-OF-SERVICE (CLT00002),tmsis_clh_rec_lt.srvc_bgnng_dt,BEGINNING-DATE-OF-SERVICE,CLT048,9(8),Numeric,Y
599,LT,Claims,MIS-23-004-4,MIS23.4,,AH,% missing: BENEFICIARY-COINSURANCE-AMOUNT (CLT00002),tmsis_clh_rec_lt.bene_coinsrnc_amt,BENEFICIARY-COINSURANCE-AMOUNT,CLT153,S9(11)V99,Numeric,Y
600,LT,Claims,MIS-23-005-5,MIS23.5,,AH,% missing: BENEFICIARY-COPAYMENT-AMOUNT (CLT00002),tmsis_clh_rec_lt.bene_copmt_amt,BENEFICIARY-COPAYMENT-AMOUNT,CLT155,S9(11)V99,Numeric,Y
601,LT,Claims,MIS-23-006-6,MIS23.6,,AH,% missing: BENEFICIARY-DEDUCTIBLE-AMOUNT (CLT00002),tmsis_clh_rec_lt.bene_ddctbl_amt,BENEFICIARY-DEDUCTIBLE-AMOUNT,CLT157,S9(11)V99,Numeric,Y
602,LT,Claims,MIS-23-007-7,MIS23.7,,AH,% missing: BILLING-PROV-NPI-NUM (CLT00002),tmsis_clh_rec_lt.blg_prvdr_npi_num,BILLING-PROV-NPI-NUM,CLT131,X(10),Character,Y
603,LT,Claims,MIS-23-008-8,MIS23.8,,AH,% missing: BILLING-PROV-TAXONOMY (CLT00002),tmsis_clh_rec_lt.blg_prvdr_txnmy_cd,BILLING-PROV-TAXONOMY,CLT132,X(12),Character,Y
604,LT,Claims,MIS-23-009-9,MIS23.9,,AH,% missing: BILLING-PROV-NUM (CLT00002),tmsis_clh_rec_lt.blg_prvdr_num,BILLING-PROV-NUM,CLT130,X(30),Character,Y
605,LT,Claims,MIS-23-010-10,MIS23.10,,AH,% missing: BILLING-PROV-TYPE (CLT00002),tmsis_clh_rec_lt.blg_prvdr_type_cd,BILLING-PROV-TYPE,CLT133,X(2),Character,Y
606,LT,Claims,MIS-23-011-11,MIS23.11,,AH,% missing: CLAIM-LINE-COUNT (CLT00002),tmsis_clh_rec_lt.cll_cnt,CLAIM-LINE-COUNT,CLT087,9(4),Numeric,Y
607,LT,Claims,MIS-23-012-12,MIS23.12,,AH,% missing: CROSSOVER-INDICATOR (CLT00002),tmsis_clh_rec_lt.xovr_ind,CROSSOVER-INDICATOR,CLT023,X(1),Character,Y
608,LT,Claims,MIS-23-013-13,MIS23.13,,AH,% missing: DIAGNOSIS-CODE-1 (CLT00002),tmsis_clh_rec_lt.dgns_1_cd,DIAGNOSIS-CODE-1,CLT029,X(7),Character,Y
609,LT,Claims,MIS-23-014-14,MIS23.14,,AH,% missing: DIAGNOSIS-CODE-2 (CLT00002),tmsis_clh_rec_lt.dgns_2_cd,DIAGNOSIS-CODE-2,CLT032,X(7),Character,Y
610,LT,Claims,MIS-23-015-15,MIS23.15,,AH,% missing: DIAGNOSIS-CODE-FLAG-1 (CLT00002),tmsis_clh_rec_lt.dgns_1_cd_ind,DIAGNOSIS-CODE-FLAG-1,CLT030,X(1),Character,Y
611,LT,Claims,MIS-23-016-16,MIS23.16,,AH,% missing: DIAGNOSIS-CODE-FLAG-2 (CLT00002),tmsis_clh_rec_lt.dgns_2_cd_ind,DIAGNOSIS-CODE-FLAG-2,CLT033,X(1),Character,Y
612,LT,Claims,MIS-23-017-17,MIS23.17,,AH,% missing: DIAGNOSIS-POA-FLAG-1 (CLT00002),tmsis_clh_rec_lt.dgns_poa_1_cd_ind,DIAGNOSIS-POA-FLAG-1,CLT031,X(1),Character,Y
613,LT,Claims,MIS-23-018-18,MIS23.18,,AH,% missing: ENDING-DATE-OF-SERVICE (CLT00002),tmsis_clh_rec_lt.srvc_endg_dt,ENDING-DATE-OF-SERVICE,CLT049,9(8),Numeric,Y
614,LT,Claims,MIS-23-019-19,MIS23.19,,AH,% missing: FIXED-PAYMENT-IND (CLT00002),tmsis_clh_rec_lt.fixd_pymt_ind,FIXED-PAYMENT-IND,CLT075,X(1),Character,Y
615,LT,Claims,MIS-23-020-20,MIS23.20,,AH,% missing: HEALTH-CARE-ACQUIRED-CONDITION-IND (CLT00002),tmsis_clh_rec_lt.hlth_care_acqrd_cond_cd,HEALTH-CARE-ACQUIRED-CONDITION-IND,CLT091,X(1),Character,Y
616,LT,Claims,MIS-23-021-21,MIS23.21,,AH,% missing: ICF-IID-DAYS (CLT00002),tmsis_clh_rec_lt.icf_iid_days_cnt,ICF-IID-DAYS,CLT147,S9(5),Numeric,Y
617,LT,Claims,MIS-23-022-22,MIS23.22,,AH,% missing: ICN-ADJ (CLT00002),tmsis_clh_rec_lt.adjstmt_clm_num,ICN-ADJ,CLT020,X(50),Character,Y
618,LT,Claims,MIS-23-023-23,MIS23.23,,AH,% missing: ICN-ORIG (CLT00002),tmsis_clh_rec_lt.orgnl_clm_num,ICN-ORIG,CLT019,X(50),Character,Y
619,LT,Claims,MIS-23-024-24,MIS23.24,,AH,% missing: LEAVE-DAYS (CLT00002),tmsis_clh_rec_lt.lve_days_cnt,LEAVE-DAYS,CLT148,S9(5),Numeric,Y
620,LT,Claims,MIS-23-025-25,MIS23.25,,AH,% missing: LTC-RCP-LIAB-AMT (CLT00002),tmsis_clh_rec_lt.ltc_rcp_lblty_amt,LTC-RCP-LIAB-AMT,CLT145,S9(11)V99,Numeric,Y
621,LT,Claims,MIS-23-026-26,MIS23.26,,AH,% missing: MEDICAID-PAID-DATE (CLT00002),tmsis_clh_rec_lt.mdcd_pd_dt,MEDICAID-PAID-DATE,CLT051,9(8),Numeric,Y
