DE_NO,DATA_ELEMENT_NAME,SIZE,START POSITION,STOP POSITION,FILE NAME,FILE SEGMENT (with RECORD-ID)
ELG247,SEQUENCE-NUMBER,X(4),79,82,ELIGIBLE,FILE-HEADER-RECORD-ELIGIBILITY-ELG00001
ELG014,STATE-NOTATION,X(500),83,582,ELIGIBLE,FILE-HEADER-RECORD-ELIGIBILITY-ELG00001
ELG015,FILLER,X(418),583,1000,ELIGIBLE,FILE-HEADER-RECORD-ELIGIBILITY-ELG00001
ELG016,RECORD-ID,X(8),1,8,ELIGIBLE,PRIMARY-DEMOGRAPHICS-ELIGIBILITY-ELG00002
ELG017,SUBMITTING-STATE,X(2),9,10,ELIGIBLE,PRIMARY-DEMOGRAPHICS-ELIGIBILITY-ELG00002
ELG018,RECORD-NUMBER,9(11),11,21,ELIGIBLE,PRIMARY-DEMOGRAPHICS-ELIGIBILITY-ELG00002
ELG019,MSIS-IDENTIFICATION-NUM,X(20),22,41,ELIGIBLE,PRIMARY-DEMOGRAPHICS-ELIGIBILITY-ELG00002
ELG020,ELIGIBLE-FIRST-NAME,X(30),42,71,ELIGIBLE,PRIMARY-DEMOGRAPHICS-ELIGIBILITY-ELG00002
ELG021,ELIGIBLE-LAST-NAME,X(30),72,101,ELIGIBLE,PRIMARY-DEMOGRAPHICS-ELIGIBILITY-ELG00002
ELG022,ELIGIBLE-MIDDLE-INIT,X(1),102,102,ELIGIBLE,PRIMARY-DEMOGRAPHICS-ELIGIBILITY-ELG00002
ELG023,SEX,X(1),103,103,ELIGIBLE,PRIMARY-DEMOGRAPHICS-ELIGIBILITY-ELG00002
ELG024,DATE-OF-BIRTH,9(8),104,111,ELIGIBLE,PRIMARY-DEMOGRAPHICS-ELIGIBILITY-ELG00002
ELG025,DATE-OF-DEATH,9(8),112,119,ELIGIBLE,PRIMARY-DEMOGRAPHICS-ELIGIBILITY-ELG00002
ELG026,PRIMARY-DEMOGRAPHIC-ELEMENT-EFF-DATE,9(8),120,127,ELIGIBLE,PRIMARY-DEMOGRAPHICS-ELIGIBILITY-ELG00002
ELG027,PRIMARY-DEMOGRAPHIC-ELEMENT-END-DATE,9(8),128,135,ELIGIBLE,PRIMARY-DEMOGRAPHICS-ELIGIBILITY-ELG00002
ELG028,STATE-NOTATION,X(500),136,635,ELIGIBLE,PRIMARY-DEMOGRAPHICS-ELIGIBILITY-ELG00002
ELG029,FILLER,X(365),636,1000,ELIGIBLE,PRIMARY-DEMOGRAPHICS-ELIGIBILITY-ELG00002
ELG030,RECORD-ID,X(8),1,8,ELIGIBLE,VARIABLE-DEMOGRAPHICS-ELIGIBILITY-ELG00003
ELG031,SUBMITTING-STATE,X(2),9,10,ELIGIBLE,VARIABLE-DEMOGRAPHICS-ELIGIBILITY-ELG00003
ELG032,RECORD-NUMBER,9(11),11,21,ELIGIBLE,VARIABLE-DEMOGRAPHICS-ELIGIBILITY-ELG00003
ELG033,MSIS-IDENTIFICATION-NUM,X(20),22,41,ELIGIBLE,VARIABLE-DEMOGRAPHICS-ELIGIBILITY-ELG00003
ELG034,MARITAL-STATUS,X(2),42,43,ELIGIBLE,VARIABLE-DEMOGRAPHICS-ELIGIBILITY-ELG00003
ELG035,MARITAL-STATUS-OTHER-EXPLANATION,X(50),44,93,ELIGIBLE,VARIABLE-DEMOGRAPHICS-ELIGIBILITY-ELG00003
ELG036,SSN,9(9),94,102,ELIGIBLE,VARIABLE-DEMOGRAPHICS-ELIGIBILITY-ELG00003
ELG037,SSN-VERIFICATION-FLAG,X(1),103,103,ELIGIBLE,VARIABLE-DEMOGRAPHICS-ELIGIBILITY-ELG00003
ELG038,INCOME-CODE,X(2),104,105,ELIGIBLE,VARIABLE-DEMOGRAPHICS-ELIGIBILITY-ELG00003
ELG039,VETERAN-IND,X(1),106,106,ELIGIBLE,VARIABLE-DEMOGRAPHICS-ELIGIBILITY-ELG00003
ELG040,CITIZENSHIP-IND,X(1),107,107,ELIGIBLE,VARIABLE-DEMOGRAPHICS-ELIGIBILITY-ELG00003
ELG041,CITIZENSHIP-VERIFICATION-FLAG,X(1),108,108,ELIGIBLE,VARIABLE-DEMOGRAPHICS-ELIGIBILITY-ELG00003
ELG042,IMMIGRATION-STATUS,X(1),109,109,ELIGIBLE,VARIABLE-DEMOGRAPHICS-ELIGIBILITY-ELG00003
ELG043,IMMIGRATION-VERIFICATION-FLAG,X(1),110,110,ELIGIBLE,VARIABLE-DEMOGRAPHICS-ELIGIBILITY-ELG00003
ELG044,IMMIGRATION-STATUS-FIVE-YEAR-BAR-END-DATE,9(8),111,118,ELIGIBLE,VARIABLE-DEMOGRAPHICS-ELIGIBILITY-ELG00003
ELG045,PRIMARY-LANGUAGE-ENGL-PROF-CODE,X(1),119,119,ELIGIBLE,VARIABLE-DEMOGRAPHICS-ELIGIBILITY-ELG00003
ELG046,PRIMARY-LANGUAGE-CODE,X(3),120,122,ELIGIBLE,VARIABLE-DEMOGRAPHICS-ELIGIBILITY-ELG00003
ELG047,HOUSEHOLD-SIZE,X(2),123,124,ELIGIBLE,VARIABLE-DEMOGRAPHICS-ELIGIBILITY-ELG00003
ELG049,PREGNANCY-IND,X(1),125,125,ELIGIBLE,VARIABLE-DEMOGRAPHICS-ELIGIBILITY-ELG00003
ELG050,MEDICARE-HIC-NUM,X(12),126,137,ELIGIBLE,VARIABLE-DEMOGRAPHICS-ELIGIBILITY-ELG00003
ELG051,MEDICARE-BENEFICIARY-IDENTIFIER,X(12),138,149,ELIGIBLE,VARIABLE-DEMOGRAPHICS-ELIGIBILITY-ELG00003
ELG054,CHIP-CODE,X(1),150,150,ELIGIBLE,VARIABLE-DEMOGRAPHICS-ELIGIBILITY-ELG00003
ELG057,VARIABLE-DEMOGRAPHIC-ELEMENT-EFF-DATE,9(8),151,158,ELIGIBLE,VARIABLE-DEMOGRAPHICS-ELIGIBILITY-ELG00003
ELG058,VARIABLE-DEMOGRAPHIC-ELEMENT-END-DATE,9(8),159,166,ELIGIBLE,VARIABLE-DEMOGRAPHICS-ELIGIBILITY-ELG00003
ELG059,STATE-NOTATION,X(500),167,666,ELIGIBLE,VARIABLE-DEMOGRAPHICS-ELIGIBILITY-ELG00003
ELG060,FILLER,X(334),667,1000,ELIGIBLE,VARIABLE-DEMOGRAPHICS-ELIGIBILITY-ELG00003
ELG061,RECORD-ID,X(8),1,8,ELIGIBLE,ELIGIBLE-CONTACT-INFORMATION-ELG00004
ELG062,SUBMITTING-STATE,X(2),9,10,ELIGIBLE,ELIGIBLE-CONTACT-INFORMATION-ELG00004
ELG063,RECORD-NUMBER,9(11),11,21,ELIGIBLE,ELIGIBLE-CONTACT-INFORMATION-ELG00004
ELG064,MSIS-IDENTIFICATION-NUM,X(20),22,41,ELIGIBLE,ELIGIBLE-CONTACT-INFORMATION-ELG00004
ELG065,ELIGIBLE-ADDR-TYPE,X(2),42,43,ELIGIBLE,ELIGIBLE-CONTACT-INFORMATION-ELG00004
ELG066,ELIGIBLE-ADDR-LN1,X(60),44,103,ELIGIBLE,ELIGIBLE-CONTACT-INFORMATION-ELG00004
ELG067,ELIGIBLE-ADDR-LN2,X(60),104,163,ELIGIBLE,ELIGIBLE-CONTACT-INFORMATION-ELG00004
ELG068,ELIGIBLE-ADDR-LN3,X(60),164,223,ELIGIBLE,ELIGIBLE-CONTACT-INFORMATION-ELG00004
ELG069,ELIGIBLE-CITY,X(28),224,251,ELIGIBLE,ELIGIBLE-CONTACT-INFORMATION-ELG00004
ELG070,ELIGIBLE-STATE,X(2),252,253,ELIGIBLE,ELIGIBLE-CONTACT-INFORMATION-ELG00004
ELG071,ELIGIBLE-ZIP-CODE,X(9),254,262,ELIGIBLE,ELIGIBLE-CONTACT-INFORMATION-ELG00004
ELG072,ELIGIBLE-COUNTY-CODE,X(3),263,265,ELIGIBLE,ELIGIBLE-CONTACT-INFORMATION-ELG00004
ELG073,ELIGIBLE-PHONE-NUM,X(10),266,275,ELIGIBLE,ELIGIBLE-CONTACT-INFORMATION-ELG00004
ELG074,TYPE-OF-LIVING-ARRANGEMENT,X(100),276,375,ELIGIBLE,ELIGIBLE-CONTACT-INFORMATION-ELG00004
ELG075,ELIGIBLE-ADDR-EFF-DATE,9(8),376,383,ELIGIBLE,ELIGIBLE-CONTACT-INFORMATION-ELG00004
ELG076,ELIGIBLE-ADDR-END-DATE,9(8),384,391,ELIGIBLE,ELIGIBLE-CONTACT-INFORMATION-ELG00004
ELG077,STATE-NOTATION,X(500),392,891,ELIGIBLE,ELIGIBLE-CONTACT-INFORMATION-ELG00004
ELG078,FILLER,X(109),892,1000,ELIGIBLE,ELIGIBLE-CONTACT-INFORMATION-ELG00004
ELG079,RECORD-ID,X(8),1,8,ELIGIBLE,ELIGIBILITY-DETERMINANTS-ELG00005
ELG080,SUBMITTING-STATE,X(2),9,10,ELIGIBLE,ELIGIBILITY-DETERMINANTS-ELG00005
ELG081,RECORD-NUMBER,9(11),11,21,ELIGIBLE,ELIGIBILITY-DETERMINANTS-ELG00005
ELG082,MSIS-IDENTIFICATION-NUM,X(20),22,41,ELIGIBLE,ELIGIBILITY-DETERMINANTS-ELG00005
ELG083,MSIS-CASE-NUM,X(12),42,53,ELIGIBLE,ELIGIBILITY-DETERMINANTS-ELG00005
ELG084,MEDICAID-BASIS-OF-ELIGIBILITY,X(2),54,55,ELIGIBLE,ELIGIBILITY-DETERMINANTS-ELG00005
ELG085,DUAL-ELIGIBLE-CODE,X(2),56,57,ELIGIBLE,ELIGIBILITY-DETERMINANTS-ELG00005
ELG086,PRIMARY-ELIGIBILITY-GROUP-IND,X(1),58,58,ELIGIBLE,ELIGIBILITY-DETERMINANTS-ELG00005
ELG087,ELIGIBILITY-GROUP,X(2),59,60,ELIGIBLE,ELIGIBILITY-DETERMINANTS-ELG00005
ELG088,LEVEL-OF-CARE-STATUS,X(3),61,63,ELIGIBLE,ELIGIBILITY-DETERMINANTS-ELG00005
ELG089,SSDI-IND,X(1),64,64,ELIGIBLE,ELIGIBILITY-DETERMINANTS-ELG00005
ELG090,SSI-IND,X(1),65,65,ELIGIBLE,ELIGIBILITY-DETERMINANTS-ELG00005
ELG091,SSI-STATE-SUPPLEMENT-STATUS-CODE,X(3),66,68,ELIGIBLE,ELIGIBILITY-DETERMINANTS-ELG00005
ELG092,SSI-STATUS,X(3),69,71,ELIGIBLE,ELIGIBILITY-DETERMINANTS-ELG00005
ELG093,STATE-SPEC-ELIG-GROUP,X(6),72,77,ELIGIBLE,ELIGIBILITY-DETERMINANTS-ELG00005
ELG094,CONCEPTION-TO-BIRTH-IND,X(1),78,78,ELIGIBLE,ELIGIBILITY-DETERMINANTS-ELG00005
ELG095,ELIGIBILITY-CHANGE-REASON,X(2),79,80,ELIGIBLE,ELIGIBILITY-DETERMINANTS-ELG00005
ELG096,MAINTENANCE-ASSISTANCE-STATUS,X(1),81,81,ELIGIBLE,ELIGIBILITY-DETERMINANTS-ELG00005
ELG097,RESTRICTED-BENEFITS-CODE,X(1),82,82,ELIGIBLE,ELIGIBILITY-DETERMINANTS-ELG00005
ELG098,TANF-CASH-CODE,X(1),83,83,ELIGIBLE,ELIGIBILITY-DETERMINANTS-ELG00005
ELG099,ELIGIBILITY-DETERMINANT-EFF-DATE,9(8),84,91,ELIGIBLE,ELIGIBILITY-DETERMINANTS-ELG00005
ELG100,ELIGIBILITY-DETERMINANT-END-DATE,9(8),92,99,ELIGIBLE,ELIGIBILITY-DETERMINANTS-ELG00005
ELG101,STATE-NOTATION,X(500),100,599,ELIGIBLE,ELIGIBILITY-DETERMINANTS-ELG00005
ELG102,FILLER,X(401),600,1000,ELIGIBLE,ELIGIBILITY-DETERMINANTS-ELG00005
ELG103,RECORD-ID,X(8),1,8,ELIGIBLE,HEALTH-HOME-SPA-PARTICIPATION-INFORMATION-ELG00006
ELG104,SUBMITTING-STATE,X(2),9,10,ELIGIBLE,HEALTH-HOME-SPA-PARTICIPATION-INFORMATION-ELG00006
ELG105,RECORD-NUMBER,9(11),11,21,ELIGIBLE,HEALTH-HOME-SPA-PARTICIPATION-INFORMATION-ELG00006
ELG106,MSIS-IDENTIFICATION-NUM,X(20),22,41,ELIGIBLE,HEALTH-HOME-SPA-PARTICIPATION-INFORMATION-ELG00006
ELG107,HEALTH-HOME-SPA-NAME,X(100),42,141,ELIGIBLE,HEALTH-HOME-SPA-PARTICIPATION-INFORMATION-ELG00006
ELG108,HEALTH-HOME-ENTITY-NAME,X(100),142,241,ELIGIBLE,HEALTH-HOME-SPA-PARTICIPATION-INFORMATION-ELG00006
ELG109,HEALTH-HOME-SPA-PARTICIPATION-EFF-DATE,9(8),242,249,ELIGIBLE,HEALTH-HOME-SPA-PARTICIPATION-INFORMATION-ELG00006
ELG110,HEALTH-HOME-SPA-PARTICIPATION-END-DATE,9(8),250,257,ELIGIBLE,HEALTH-HOME-SPA-PARTICIPATION-INFORMATION-ELG00006
ELG111,HEALTH-HOME-ENTITY-EFF-DATE,9(8),258,265,ELIGIBLE,HEALTH-HOME-SPA-PARTICIPATION-INFORMATION-ELG00006
ELG112,STATE-NOTATION,X(500),266,765,ELIGIBLE,HEALTH-HOME-SPA-PARTICIPATION-INFORMATION-ELG00006
ELG113,FILLER,X(235),766,1000,ELIGIBLE,HEALTH-HOME-SPA-PARTICIPATION-INFORMATION-ELG00006
ELG114,RECORD-ID,X(8),1,8,ELIGIBLE,HEALTH-HOME-SPA-PROVIDERS-ELG00007
ELG115,SUBMITTING-STATE,X(2),9,10,ELIGIBLE,HEALTH-HOME-SPA-PROVIDERS-ELG00007
ELG116,RECORD-NUMBER,9(11),11,21,ELIGIBLE,HEALTH-HOME-SPA-PROVIDERS-ELG00007
ELG117,MSIS-IDENTIFICATION-NUM,X(20),22,41,ELIGIBLE,HEALTH-HOME-SPA-PROVIDERS-ELG00007
ELG118,HEALTH-HOME-SPA-NAME,X(100),42,141,ELIGIBLE,HEALTH-HOME-SPA-PROVIDERS-ELG00007
ELG119,HEALTH-HOME-ENTITY-NAME,X(100),142,241,ELIGIBLE,HEALTH-HOME-SPA-PROVIDERS-ELG00007
ELG120,HEALTH-HOME-PROV-NUM,X(30),242,271,ELIGIBLE,HEALTH-HOME-SPA-PROVIDERS-ELG00007
ELG121,HEALTH-HOME-SPA-PROVIDER-EFF-DATE,9(8),272,279,ELIGIBLE,HEALTH-HOME-SPA-PROVIDERS-ELG00007
ELG122,HEALTH-HOME-SPA-PROVIDER-END-DATE,9(8),280,287,ELIGIBLE,HEALTH-HOME-SPA-PROVIDERS-ELG00007
ELG123,HEALTH-HOME-ENTITY-EFF-DATE,9(8),288,295,ELIGIBLE,HEALTH-HOME-SPA-PROVIDERS-ELG00007
ELG124,STATE-NOTATION,X(500),296,795,ELIGIBLE,HEALTH-HOME-SPA-PROVIDERS-ELG00007
ELG125,FILLER,X(205),796,1000,ELIGIBLE,HEALTH-HOME-SPA-PROVIDERS-ELG00007
ELG126,RECORD-ID,X(8),1,8,ELIGIBLE,HEALTH-HOME-CHRONIC-CONDITIONS-ELG00008
ELG127,SUBMITTING-STATE,X(2),9,10,ELIGIBLE,HEALTH-HOME-CHRONIC-CONDITIONS-ELG00008
ELG128,RECORD-NUMBER,9(11),11,21,ELIGIBLE,HEALTH-HOME-CHRONIC-CONDITIONS-ELG00008
ELG129,MSIS-IDENTIFICATION-NUM,X(20),22,41,ELIGIBLE,HEALTH-HOME-CHRONIC-CONDITIONS-ELG00008
ELG130,HEALTH-HOME-CHRONIC-CONDITION,X(1),42,42,ELIGIBLE,HEALTH-HOME-CHRONIC-CONDITIONS-ELG00008
ELG131,HEALTH-HOME-CHRONIC-CONDITION-OTHER-EXPLANATION,X(50),43,92,ELIGIBLE,HEALTH-HOME-CHRONIC-CONDITIONS-ELG00008
ELG132,HEALTH-HOME-CHRONIC-CONDITION-EFF-DATE,9(8),93,100,ELIGIBLE,HEALTH-HOME-CHRONIC-CONDITIONS-ELG00008
ELG133,HEALTH-HOME-CHRONIC-CONDITION-END-DATE,9(8),101,108,ELIGIBLE,HEALTH-HOME-CHRONIC-CONDITIONS-ELG00008
ELG134,STATE-NOTATION,X(500),109,608,ELIGIBLE,HEALTH-HOME-CHRONIC-CONDITIONS-ELG00008
ELG135,FILLER,X(392),609,1000,ELIGIBLE,HEALTH-HOME-CHRONIC-CONDITIONS-ELG00008
ELG136,RECORD-ID,X(8),1,8,ELIGIBLE,LOCK-IN-INFORMATION-ELG00009
ELG137,SUBMITTING-STATE,X(2),9,10,ELIGIBLE,LOCK-IN-INFORMATION-ELG00009
ELG138,RECORD-NUMBER,9(11),11,21,ELIGIBLE,LOCK-IN-INFORMATION-ELG00009
ELG139,MSIS-IDENTIFICATION-NUM,X(20),22,41,ELIGIBLE,LOCK-IN-INFORMATION-ELG00009
ELG140,LOCKIN-PROV-NUM,X(30),42,71,ELIGIBLE,LOCK-IN-INFORMATION-ELG00009
ELG141,LOCKIN-PROV-TYPE,X(2),72,73,ELIGIBLE,LOCK-IN-INFORMATION-ELG00009
ELG142,LOCKIN-EFF-DATE,9(8),74,81,ELIGIBLE,LOCK-IN-INFORMATION-ELG00009
ELG143,LOCKIN-END-DATE,9(8),82,89,ELIGIBLE,LOCK-IN-INFORMATION-ELG00009
ELG144,STATE-NOTATION,X(500),90,589,ELIGIBLE,LOCK-IN-INFORMATION-ELG00009
ELG145,FILLER,X(411),590,1000,ELIGIBLE,LOCK-IN-INFORMATION-ELG00009
ELG146,RECORD-ID,X(8),1,8,ELIGIBLE,MFP-INFORMATION-ELG00010
ELG147,SUBMITTING-STATE,X(2),9,10,ELIGIBLE,MFP-INFORMATION-ELG00010
ELG148,RECORD-NUMBER,9(11),11,21,ELIGIBLE,MFP-INFORMATION-ELG00010
ELG149,MSIS-IDENTIFICATION-NUM,X(20),22,41,ELIGIBLE,MFP-INFORMATION-ELG00010
ELG150,MFP-LIVES-WITH-FAMILY,X(1),42,42,ELIGIBLE,MFP-INFORMATION-ELG00010
ELG151,MFP-QUALIFIED-INSTITUTION,X(2),43,44,ELIGIBLE,MFP-INFORMATION-ELG00010
ELG152,MFP-QUALIFIED-RESIDENCE,X(2),45,46,ELIGIBLE,MFP-INFORMATION-ELG00010
ELG153,MFP-REASON-PARTICIPATION-ENDED,X(2),47,48,ELIGIBLE,MFP-INFORMATION-ELG00010
ELG154,MFP-REINSTITUTIONALIZED-REASON,X(2),49,50,ELIGIBLE,MFP-INFORMATION-ELG00010
ELG155,MFP-ENROLLMENT-EFF-DATE,9(8),51,58,ELIGIBLE,MFP-INFORMATION-ELG00010
ELG156,MFP-ENROLLMENT-END-DATE,9(8),59,66,ELIGIBLE,MFP-INFORMATION-ELG00010
ELG157,STATE-NOTATION,X(500),67,566,ELIGIBLE,MFP-INFORMATION-ELG00010
ELG158,FILLER,X(434),567,1000,ELIGIBLE,MFP-INFORMATION-ELG00010
ELG159,RECORD-ID,X(8),1,8,ELIGIBLE,STATE-PLAN-OPTION-PARTICIPATION-ELG00011
ELG160,SUBMITTING-STATE,X(2),9,10,ELIGIBLE,STATE-PLAN-OPTION-PARTICIPATION-ELG00011
ELG161,RECORD-NUMBER,9(11),11,21,ELIGIBLE,STATE-PLAN-OPTION-PARTICIPATION-ELG00011
ELG162,MSIS-IDENTIFICATION-NUM,X(20),22,41,ELIGIBLE,STATE-PLAN-OPTION-PARTICIPATION-ELG00011
ELG163,STATE-PLAN-OPTION-TYPE,X(2),42,43,ELIGIBLE,STATE-PLAN-OPTION-PARTICIPATION-ELG00011
ELG164,STATE-PLAN-OPTION-EFF-DATE,9(8),44,51,ELIGIBLE,STATE-PLAN-OPTION-PARTICIPATION-ELG00011
ELG165,STATE-PLAN-OPTION-END-DATE,9(8),52,59,ELIGIBLE,STATE-PLAN-OPTION-PARTICIPATION-ELG00011
ELG166,STATE-NOTATION,X(500),60,559,ELIGIBLE,STATE-PLAN-OPTION-PARTICIPATION-ELG00011
ELG167,FILLER,X(441),560,1000,ELIGIBLE,STATE-PLAN-OPTION-PARTICIPATION-ELG00011
ELG168,RECORD-ID,X(8),1,8,ELIGIBLE,WAIVER-PARTICIPATION-ELG00012
ELG169,SUBMITTING-STATE,X(2),9,10,ELIGIBLE,WAIVER-PARTICIPATION-ELG00012
ELG170,RECORD-NUMBER,9(11),11,21,ELIGIBLE,WAIVER-PARTICIPATION-ELG00012
ELG171,MSIS-IDENTIFICATION-NUM,X(20),22,41,ELIGIBLE,WAIVER-PARTICIPATION-ELG00012
ELG172,WAIVER-ID,X(20),42,61,ELIGIBLE,WAIVER-PARTICIPATION-ELG00012
ELG173,WAIVER-TYPE,X(2),62,63,ELIGIBLE,WAIVER-PARTICIPATION-ELG00012
ELG174,WAIVER-ENROLLMENT-EFF-DATE,9(8),64,71,ELIGIBLE,WAIVER-PARTICIPATION-ELG00012
ELG175,WAIVER-ENROLLMENT-END-DATE,9(8),72,79,ELIGIBLE,WAIVER-PARTICIPATION-ELG00012
ELG176,STATE-NOTATION,X(500),80,579,ELIGIBLE,WAIVER-PARTICIPATION-ELG00012
ELG177,FILLER,X(421),580,1000,ELIGIBLE,WAIVER-PARTICIPATION-ELG00012
ELG178,RECORD-ID,X(8),1,8,ELIGIBLE,LTSS-PARTICIPATION-ELG00013
ELG179,SUBMITTING-STATE,X(2),9,10,ELIGIBLE,LTSS-PARTICIPATION-ELG00013
ELG180,RECORD-NUMBER,9(11),11,21,ELIGIBLE,LTSS-PARTICIPATION-ELG00013
ELG181,MSIS-IDENTIFICATION-NUM,X(20),22,41,ELIGIBLE,LTSS-PARTICIPATION-ELG00013
ELG182,LTSS-LEVEL-CARE,X(1),42,42,ELIGIBLE,LTSS-PARTICIPATION-ELG00013
ELG183,LTSS-PROV-NUM,X(30),43,72,ELIGIBLE,LTSS-PARTICIPATION-ELG00013
ELG184,LTSS-ELIGIBILITY-EFF-DATE,9(8),73,80,ELIGIBLE,LTSS-PARTICIPATION-ELG00013
ELG185,LTSS-ELIGIBILITY-END-DATE,9(8),81,88,ELIGIBLE,LTSS-PARTICIPATION-ELG00013
ELG186,STATE-NOTATION,X(500),89,588,ELIGIBLE,LTSS-PARTICIPATION-ELG00013
ELG187,FILLER,X(412),589,1000,ELIGIBLE,LTSS-PARTICIPATION-ELG00013
ELG188,RECORD-ID,X(8),1,8,ELIGIBLE,MANAGED-CARE-PARTICIPATION-ELG00014
ELG189,SUBMITTING-STATE,X(2),9,10,ELIGIBLE,MANAGED-CARE-PARTICIPATION-ELG00014
ELG190,RECORD-NUMBER,9(11),11,21,ELIGIBLE,MANAGED-CARE-PARTICIPATION-ELG00014
ELG191,MSIS-IDENTIFICATION-NUM,X(20),22,41,ELIGIBLE,MANAGED-CARE-PARTICIPATION-ELG00014
ELG192,MANAGED-CARE-PLAN-ID,X(12),42,53,ELIGIBLE,MANAGED-CARE-PARTICIPATION-ELG00014
ELG193,ENROLLED-MANAGED-CARE-PLAN-TYPE,X(2),54,55,ELIGIBLE,MANAGED-CARE-PARTICIPATION-ELG00014
ELG194,NATIONAL-HEALTH-CARE-ENTITY-ID,X(10),56,65,ELIGIBLE,MANAGED-CARE-PARTICIPATION-ELG00014
ELG195,NATIONAL-HEALTH-CARE-ENTITY-ID-TYPE,X(1),66,66,ELIGIBLE,MANAGED-CARE-PARTICIPATION-ELG00014
ELG196,MANAGED-CARE-PLAN-ENROLLMENT-EFF-DATE,9(8),67,74,ELIGIBLE,MANAGED-CARE-PARTICIPATION-ELG00014
ELG197,MANAGED-CARE-PLAN-ENROLLMENT-END-DATE,9(8),75,82,ELIGIBLE,MANAGED-CARE-PARTICIPATION-ELG00014
ELG198,STATE-NOTATION,X(500),83,582,ELIGIBLE,MANAGED-CARE-PARTICIPATION-ELG00014
ELG199,FILLER,X(418),583,1000,ELIGIBLE,MANAGED-CARE-PARTICIPATION-ELG00014
ELG200,RECORD-ID,X(8),1,8,ELIGIBLE,ETHNICITY-INFORMATION-ELG00015
ELG201,SUBMITTING-STATE,X(2),9,10,ELIGIBLE,ETHNICITY-INFORMATION-ELG00015
ELG202,RECORD-NUMBER,9(11),11,21,ELIGIBLE,ETHNICITY-INFORMATION-ELG00015
ELG203,MSIS-IDENTIFICATION-NUM,X(20),22,41,ELIGIBLE,ETHNICITY-INFORMATION-ELG00015
ELG204,ETHNICITY-CODE,X(1),42,42,ELIGIBLE,ETHNICITY-INFORMATION-ELG00015
ELG205,ETHNICITY-DECLARATION-EFF-DATE,9(8),43,50,ELIGIBLE,ETHNICITY-INFORMATION-ELG00015
ELG206,ETHNICITY-DECLARATION-END-DATE,9(8),51,58,ELIGIBLE,ETHNICITY-INFORMATION-ELG00015
ELG207,STATE-NOTATION,X(500),59,558,ELIGIBLE,ETHNICITY-INFORMATION-ELG00015
ELG208,FILLER,X(442),559,1000,ELIGIBLE,ETHNICITY-INFORMATION-ELG00015
ELG209,RECORD-ID,X(8),1,8,ELIGIBLE,RACE-INFORMATION-ELG00016
ELG210,SUBMITTING-STATE,X(2),9,10,ELIGIBLE,RACE-INFORMATION-ELG00016
ELG211,RECORD-NUMBER,9(11),11,21,ELIGIBLE,RACE-INFORMATION-ELG00016
ELG212,MSIS-IDENTIFICATION-NUM,X(20),22,41,ELIGIBLE,RACE-INFORMATION-ELG00016
ELG213,RACE,X(3),42,44,ELIGIBLE,RACE-INFORMATION-ELG00016
ELG214,RACE-OTHER,X(25),45,69,ELIGIBLE,RACE-INFORMATION-ELG00016
ELG215,CERTIFIED-AMERICAN-INDIAN-ALASKAN-NATIVE-INDICATOR,X(1),70,70,ELIGIBLE,RACE-INFORMATION-ELG00016
ELG216,RACE-DECLARATION-EFF-DATE,9(8),71,78,ELIGIBLE,RACE-INFORMATION-ELG00016
ELG217,RACE-DECLARATION-END-DATE,9(8),79,86,ELIGIBLE,RACE-INFORMATION-ELG00016
ELG218,STATE-NOTATION,X(500),87,586,ELIGIBLE,RACE-INFORMATION-ELG00016
ELG219,FILLER,X(414),587,1000,ELIGIBLE,RACE-INFORMATION-ELG00016
ELG220,RECORD-ID,X(8),1,8,ELIGIBLE,DISABILITY-INFORMATION-ELG00017
ELG221,SUBMITTING-STATE,X(2),9,10,ELIGIBLE,DISABILITY-INFORMATION-ELG00017
ELG222,RECORD-NUMBER,9(11),11,21,ELIGIBLE,DISABILITY-INFORMATION-ELG00017
ELG223,MSIS-IDENTIFICATION-NUM,X(20),22,41,ELIGIBLE,DISABILITY-INFORMATION-ELG00017
ELG224,DISABILITY-TYPE-CODE,X(2),42,43,ELIGIBLE,DISABILITY-INFORMATION-ELG00017
ELG225,DISABILITY-TYPE-EFF-DATE,9(8),44,51,ELIGIBLE,DISABILITY-INFORMATION-ELG00017
ELG226,DISABILITY-TYPE-END-DATE,9(8),52,59,ELIGIBLE,DISABILITY-INFORMATION-ELG00017
ELG227,STATE-NOTATION,X(500),60,559,ELIGIBLE,DISABILITY-INFORMATION-ELG00017
ELG228,FILLER,X(441),560,1000,ELIGIBLE,DISABILITY-INFORMATION-ELG00017
ELG229,RECORD-ID,X(8),1,8,ELIGIBLE,1115A-DEMONSTRATION-INFORMATION-ELG00018
ELG230,SUBMITTING-STATE,X(2),9,10,ELIGIBLE,1115A-DEMONSTRATION-INFORMATION-ELG00018
ELG231,RECORD-NUMBER,9(11),11,21,ELIGIBLE,1115A-DEMONSTRATION-INFORMATION-ELG00018
ELG232,MSIS-IDENTIFICATION-NUM,X(20),22,41,ELIGIBLE,1115A-DEMONSTRATION-INFORMATION-ELG00018
ELG233,1115A-DEMONSTRATION-IND,X(1),42,42,ELIGIBLE,1115A-DEMONSTRATION-INFORMATION-ELG00018
ELG234,1115A-EFF-DATE,9(8),43,50,ELIGIBLE,1115A-DEMONSTRATION-INFORMATION-ELG00018
